titre,prix,ville,surface,chambres,salle_de_bain,lien,prix_log,prix_par_m2
Appartement à vendre 105 m² El Andalous,370000.0,Appartements dans Oujda,105.0,2.0,2.0,https://www.avito.ma/fr/andalous/appartements/Appartement_%C3%A0_vendre_105_m%C2%B2_El_Andalous_57755402.htm,12.821260987319457,3523.809523809524
Appartement à vendre 147 m² à Bd Fouaratte Casa.,1200000.0,Appartements dans Casablanca,147.0,4.0,3.0,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_147_m%C2%B2_%C3%A0_Bd_Fouaratte_Casa__56185859.htm,13.997832948091215,8163.265306122449
3 Chambres à vendre 112 m² à Californie,2000000.0,Appartements dans Casablanca,117.0,3.0,2.0,https://www.avito.ma/fr/californie/appartements/3_Chambres_%C3%A0_vendre_112_m%C2%B2_%C3%A0_Californie_56564980.htm,14.508658238524095,17094.017094017094
Appt à ne pas rater,590000.0,Appartements dans Fès,100.0,2.0,1.0,https://www.avito.ma/fr/route_ain_chkaf/appartements/Appt_%C3%A0_ne_pas_rater_57132071.htm,13.28787951079572,5900.0
Appartement à vendre 65 m Mdiq 4 min à pied plage,480000.0,Appartements dans Mdiq,60.0,2.0,1.0,https://www.avito.ma/fr/mdiq/appartements/Appartement_%C3%A0_vendre_65_m_Mdiq_4_min_%C3%A0_pied_plage_57822237.htm,13.081543466215237,8000.0
Appartement à vendre 110 m² à Casablanca,1700000.0,Appartements dans Casablanca,110.0,3.0,2.0,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Casablanca_57775489.htm,14.346139397261565,15454.545454545454
Superbe Appart à vendre à Ain Diab Extension,4000000.0,Appartements dans Casablanca,189.0,3.0,2.0,https://www.avito.ma/fr/a%C3%AFn_diab/appartements/Superbe_Appart_%C3%A0_vendre_%C3%A0_Ain_Diab_Extension_57770131.htm,15.201805169084134,21164.021164021164
Appartement à vendre 100 m² à Tétouan,1245000.0,Appartements dans Tétouan,110.0,3.0,2.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_T%C3%A9touan_57616531.htm,14.034646891093473,11318.181818181818
Appartement à vendre pas de semsar,600000.0,Appartements dans Mohammedia,70.0,2.0,1.0,https://www.avito.ma/fr/nassim/appartements/Appartement_%C3%A0_vendre_pas_de_semsar_57773761.htm,13.304686600863562,8571.42857142857
Spacieux appartement à vendre meublé,1350000.0,Appartements dans Marrakech,54.0,1.0,1.0,https://www.avito.ma/fr/victor_hugo/appartements/Spacieux_appartement_%C3%A0_vendre_meubl%C3%A9_57711710.htm,14.115615891155079,25000.0
Appart 3ch 2sa blc 150m2 à vendre 2Mars,2200000.0,Appartements dans Casablanca,150.0,3.0,2.0,https://www.avito.ma/fr/2_mars/appartements/Appart_3ch_2sa_blc_150m2_%C3%A0_vendre_2Mars_56889308.htm,14.603968372873895,14666.666666666666
Appartement à vendre Bourgogne,1200000.0,Appartements dans Casablanca,90.0,2.0,2.0,https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_Bourgogne_57697496.htm,13.997832948091215,13333.333333333334
Rez de jardin à vendre 107 m² vue sur piscine,1900000.0,Appartements dans Marrakech,107.0,2.0,2.0,https://www.avito.ma/fr/route_de_casablanca/appartements/Rez_de_jardin_%C3%A0_vendre_107_m%C2%B2_vue_sur_piscine_57648716.htm,14.45736497045232,17757.00934579439
Appartements à vendre lotissement Al Dha.,390000.0,Appartements dans Laâyoune,86.0,2.0,1.0,https://www.avito.ma/fr/la%C3%A2youne/appartements/Appartements_%C3%A0_vendre_lotissement_Al_Dha__57697598.htm,12.873904582205107,4534.883720930233
"Appartement à vendre 181 m² avec terrasse, Racine",3100000.0,Appartements dans Casablanca,181.0,3.0,3.0,https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_181_m%C2%B2_avec_terrasse__Racine_57800891.htm,14.946912992035967,17127.07182320442
Appartement à vendre 58 m Mdiq 4 min à pied plage,490000.0,Appartements dans Mdiq,58.0,2.0,1.0,https://www.avito.ma/fr/mdiq/appartements/Appartement_%C3%A0_vendre_58_m_Mdiq_4_min_%C3%A0_pied_plage_57822302.htm,13.102162710901053,8448.275862068966
Appartement à vendre,950000.0,Appartements dans Tanger,75.0,2.0,1.0,https://www.avito.ma/fr/centre/appartements/Appartement_%C3%A0_vendre_57799376.htm,13.76421831620775,12666.666666666666
Appartement à vendre 90 m² à Oujda,290000.0,Appartements dans Oujda,130.0,3.0,1.0,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Oujda_57359130.htm,12.577639650232573,2230.769230769231
Appartement à vendre 150 m² à Agadir,1900000.0,Appartements dans Agadir,150.0,4.0,2.0,https://www.avito.ma/fr/haut_founty/appartements/Appartement_%C3%A0_vendre_150_m%C2%B2_%C3%A0_Agadir_57712745.htm,14.45736497045232,12666.666666666666
Appartement 98m² chouka à vendre Fouarat Casa,950000.0,Appartements dans Casablanca,147.0,3.0,1.0,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_98m%C2%B2_chouka_%C3%A0_vendre_Fouarat_Casa_56770374.htm,13.76421831620775,6462.585034013606
Appartement 138m² au 2ème étg au Maârif,1800000.0,Appartements dans Casablanca,138.0,3.0,3.0,https://www.avito.ma/fr/maarif/appartements/Appartement_138m%C2%B2_au_2%C3%A8me_%C3%A9tg_au_Ma%C3%A2rif_55941961.htm,14.403297778421795,13043.478260869566
À vendre un joli appartement meublé avec piscine,1250000.0,Appartements dans El Mansouria,92.0,2.0,2.0,https://www.avito.ma/fr/el_mansouria/appartements/%C3%80_vendre_un_joli_appartement_meubl%C3%A9_avec_piscine_56846634.htm,14.038654909278163,13586.95652173913
Appartement à vendre 110 m2 à Saïdia,750000.0,Appartements dans Saidia,110.0,2.0,1.0,https://www.avito.ma/fr/saidia/appartements/Appartement_%C3%A0_vendre_110_m2_%C3%A0_Sa%C3%AFdia_57839494.htm,13.527829818844937,6818.181818181818
Appartement à vendre 80m2 à Saïdia,590000.0,Appartements dans Saidia,80.0,2.0,2.0,https://www.avito.ma/fr/saidia/appartements/Appartement_%C3%A0_vendre_80m2_%C3%A0_Sa%C3%AFdia_57839472.htm,13.28787951079572,7375.0
Aptmts neuf à hay riyad,3400000.0,Appartements dans Rabat,120.0,3.0,1.0,https://www.avito.ma/fr/hay_riad/appartements/Aptmts_neuf_%C3%A0_hay_riyad_57457147.htm,15.039286283703994,28333.333333333332
A vendre un appartement avec terrasse,3750000.0,Appartements dans Casablanca,190.0,4.0,3.0,https://www.avito.ma/fr/racine/appartements/A_vendre_un_appartement_avec_terrasse_57516868.htm,15.137266664613225,19736.842105263157
Joli Studio 68 m² proche des Jardins Majorelle,1190000.0,Appartements dans Marrakech,68.0,1.0,1.0,https://www.avito.ma/fr/majorelle/appartements/Joli_Studio_68_m%C2%B2_proche_des_Jardins_Majorelle_57646076.htm,13.989464705423494,17500.0
🌿 Appartement d’exception à vendre à Achakar,2800000.0,Appartements dans Tanger,165.0,2.0,2.0,https://www.avito.ma/fr/achakar/appartements/___Appartement_d_exception_%C3%A0_vendre_%C3%A0_Achakar__57717771.htm,14.845130332288226,16969.696969696968
Appartement à vendre à Tétouan Chebar,580000.0,Appartements dans Martil,80.0,2.0,1.0,https://www.avito.ma/fr/martil/appartements/Appartement_%C3%A0_vendre_%C3%A0_T%C3%A9touan_Chebar_57839437.htm,13.270785106659046,7250.0
À vendre appartement 3 CH avec terrasse de 44m2,2350000.0,Appartements dans Casablanca,144.0,3.0,3.0,https://www.avito.ma/fr/ferme_bretone/appartements/%C3%80_vendre_appartement_3_CH_avec_terrasse_de_44m2_57406538.htm,14.669926311652166,16319.444444444445
Appartement à à Plage des Nations,2500000.0,Appartements dans Sidi Bouknadel,98.0,2.0,2.0,https://www.avito.ma/fr/sidi_bouknadel/appartements/Appartement_%C3%A0_%C3%A0_Plage_des_Nations_57513939.htm,14.731801689838349,25510.20408163265
Joli Appartement 1er Etage Mhamid 7,410000.0,Appartements dans Marrakech,57.0,2.0,1.0,https://www.avito.ma/fr/m_hamid/appartements/Joli_Appartement_1er_Etage_Mhamid_7_57133912.htm,12.923914877701906,7192.982456140351
"🌊 appartement vue mer en face, sans vis-à-vis",1600000.0,Appartements dans Agadir,80.0,2.0,2.0,https://www.avito.ma/fr/anza/appartements/___appartement_vue_mer_en_face__sans_vis_%C3%A0_vis_56936072.htm,14.285514812209815,20000.0
Rez-de-jardin à vendre 128 m² 20 m² jardin,2100000.0,Appartements dans Rabat,148.0,3.0,2.0,https://www.avito.ma/fr/souissi/appartements/Rez_de_jardin_%C3%A0_vendre_128_m%C2%B2_20_m%C2%B2_jardin_57302278.htm,14.557448378884015,14189.18918918919
